City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Kijang,35.2442,129.2139,284.0,74,6,0.82,KR,1714253953
354,Edd,13.9297,41.6925,305.84,52,98,7.3,ER,1714254021
355,Noosa heads,-26.3833,153.15,292.23,75,34,6.54,AU,1714254021
356,Maricopa,33.0581,-112.0476,300.25,24,0,4.63,US,1714254022
357,Cidreira,-30.1811,-50.2056,295.62,94,100,7.91,BR,1714254022
358,Xylokastro,38.0776,22.6317,292.23,65,0,1.55,GR,1714254022
359,Sinabang,2.4803,96.3801,300.27,83,100,1.99,ID,1714254022
360,Porbandar,21.6422,69.6093,300.03,67,78,5.03,IN,1714254022
361,Paradip garh,20.3167,86.6167,301.1,82,0,4.21,IN,1714254022
362,Box elder,41.5005,-112.8764,283.85,87,100,2.55,US,1714254022
363,Bichura,50.5881,107.6022,271.75,72,12,1.43,RU,1714254022
364,Nacozari de garcia,30.3742,-109.6908,294.8,19,18,9.14,MX,1714254022
365,Yeraliyev,43.2,51.65,292.5,24,11,6.41,KZ,1714254022
366,Miri,4.4148,114.0089,300.23,94,40,0.0,MY,1714254022
367,Tarauaca,-8.1614,-70.7656,300.69,82,100,0.88,BR,1714253927
368,Santa ana,33.7456,-117.8678,299.22,58,0,6.69,US,1714253810
369,Ta`u,-14.2336,-169.5144,302.14,76,23,7.44,AS,1714253904
370,Qeshm,26.9581,56.2719,299.09,60,33,3.54,IR,1714254023
371,Fort-shevchenko,44.5086,50.263,292.34,25,7,6.72,KZ,1714254023
372,Vila franca do campo,37.7167,-25.4333,288.38,76,43,4.82,PT,1714253916
373,Cadale,2.7603,46.3222,301.78,76,100,7.3,SO,1714254023
374,Ribeira brava,32.65,-17.0667,290.5,63,37,2.94,PT,1714254023
375,Walvis bay,-22.9575,14.5053,291.02,67,42,1.61,NA,1714254023
376,San luis de la loma,17.2706,-100.8939,301.87,61,43,3.11,MX,1714254023
377,Kruisfontein,-34.0033,24.7314,290.86,86,81,2.5,ZA,1714253909
378,Vadso,70.0744,29.7487,273.64,80,100,5.66,NO,1714253908
379,East london,-33.0153,27.9116,292.04,72,51,8.62,ZA,1714253916
380,Laguna,38.421,-121.4238,297.69,40,0,3.6,US,1714253915
381,Happy valley-goose bay,53.3168,-60.3315,287.32,26,20,4.63,CA,1714253886
382,Kish,26.5578,54.0194,300.3,57,0,2.06,IR,1714254024
383,San juan de miraflores,-12.1629,-76.9635,295.44,82,60,2.86,PE,1714254024
384,Colares,38.7992,-9.4469,286.9,75,6,12.52,PT,1714253950
385,Bornu yassu,12.2774,12.5552,304.85,13,80,2.3,NG,1714254024
386,Alo,7.4178,6.7371,303.72,62,100,1.76,NG,1714254024
387,Kharp,66.8014,65.8081,269.66,92,72,2.91,RU,1714254024
388,Pemangkat,1.1667,108.9667,300.61,82,97,0.69,ID,1714254024
389,Lihue,21.9789,-159.3672,298.92,80,75,4.63,US,1714253926
390,Ancud,-41.8697,-73.8203,283.63,84,100,7.77,CL,1714253906
391,Port douglas,-16.4833,145.4667,298.44,83,86,7.15,AU,1714253918
392,Mashhad,36.297,59.6062,286.23,50,0,0.0,IR,1714254025
393,Yahyali,38.1023,35.357,286.09,89,100,2.3,TR,1714254025
394,Mumbwa,-14.9783,27.0619,289.22,61,0,2.43,ZM,1714254025
395,Anna regina,7.2644,-58.5077,299.94,72,95,3.59,GY,1714253925
396,Al qubbah,32.7616,22.2424,286.88,55,0,1.35,LY,1714254025
397,Enewetak,11.3474,162.3373,300.62,74,100,8.18,MH,1714253919
398,Salinopolis,-0.6136,-47.3561,298.52,90,100,3.13,BR,1714253899
399,Nadym,65.5333,72.5167,271.46,91,100,3.37,RU,1714253938
400,Nicoya,10.1483,-85.452,301.39,72,100,1.81,CR,1714254025
401,Tame,6.461,-71.73,300.15,74,86,1.69,CO,1714254025
402,Panagar,23.3,79.9833,301.54,42,68,1.41,IN,1714254025
403,Tam ky,15.5667,108.4833,299.21,75,5,1.63,VN,1714254026
404,Zima,53.9202,102.0442,275.33,93,98,2.58,RU,1714254026
405,Sitangkai,4.6628,119.3928,302.12,76,100,4.65,PH,1714253706
406,Miajadas,39.1513,-5.9084,281.07,82,4,2.2,ES,1714254026
407,Dzhalagash,45.0833,64.6667,284.51,22,0,4.36,KZ,1714254026
408,Boa vista,2.8197,-60.6733,306.14,46,20,3.6,BR,1714254026
409,Kudahuvadhoo,2.6708,72.8944,302.7,75,100,5.33,MV,1714253935
410,Barcelos,41.5388,-8.6151,285.84,92,15,2.31,PT,1714253688
411,Grand falls-windsor,48.9332,-55.6649,279.54,51,16,2.24,CA,1714254026
412,New norfolk,-42.7826,147.0587,281.32,89,46,0.94,AU,1714254026
413,Baalbek,34.0058,36.2181,292.25,47,100,4.86,LB,1714253778
414,Le vauclin,14.5452,-60.8388,302.18,61,75,5.14,MQ,1714254026
415,Fort st. john,56.2499,-120.8529,285.09,30,40,1.03,CA,1714253945
416,Lockwood,45.8191,-108.4149,291.16,35,75,7.72,US,1714254026
417,Tuxpan,19.55,-103.4,305.12,35,84,4.81,MX,1714254026
418,Kingston,17.997,-76.7936,304.68,58,20,4.63,JM,1714253459
419,Uruacu,-14.5247,-49.1408,300.21,60,65,0.76,BR,1714254027
420,Kokkola,63.8385,23.1307,275.39,95,100,2.06,FI,1714254027
421,Kuqa,41.7278,82.9364,287.09,22,100,5.45,CN,1714254027
422,Carnarvon,-24.8667,113.6333,297.59,66,67,1.8,AU,1714253945
423,La ronge,55.1001,-105.2842,277.29,35,20,6.17,CA,1714253935
424,Najaf,31.9985,44.3398,301.03,26,0,3.6,IQ,1714254027
425,Tsiombe,-25.3,45.4833,293.12,89,10,1.82,MG,1714253900
426,Beyneu,45.3167,55.2,288.91,26,9,4.54,KZ,1714254027
427,Kenai,60.5544,-151.2583,285.2,43,0,7.2,US,1714253731
428,Waingapu,-9.6567,120.2641,299.49,88,89,6.3,ID,1714253906
429,Sao joao da barra,-21.6403,-41.0511,298.2,81,0,6.53,BR,1714253922
430,Inirida,3.8653,-67.9239,300.14,80,87,0.94,CO,1714254027
431,Luwuk,-0.9516,122.7875,296.42,91,74,1.44,ID,1714253911
432,Kurumkan,54.3,110.3,274.89,65,100,3.58,RU,1714254028
433,Mo i rana,66.3128,14.1428,276.11,76,100,0.0,NO,1714254028
434,Lesosibirsk,58.2358,92.4828,273.66,92,100,2.53,RU,1714254028
435,Pimentel,-6.8367,-79.9342,298.31,65,0,9.26,PE,1714254028
436,Yatou,37.15,122.3833,287.0,76,100,1.37,CN,1714254028
437,Vellinge,55.4712,13.0197,282.52,74,100,8.26,SE,1714254028
438,Mont-laurier,46.5501,-75.4993,283.94,92,100,5.48,CA,1714254028
439,Chinchilla,-26.75,150.6333,289.27,90,16,2.24,AU,1714254028
440,East hampton,37.0374,-76.3316,293.26,65,75,6.17,US,1714253769
441,Massenya,11.4039,16.1705,306.66,9,89,4.32,TD,1714254028
442,Lagoa,39.05,-27.9833,287.28,68,100,5.74,PT,1714253905
443,Hillsboro,45.5229,-122.9898,284.82,81,100,5.66,US,1714253958
444,Papao,-17.75,-149.55,303.97,83,27,10.73,PF,1714253923
445,Ngorongoro,-3.2397,35.4875,285.43,98,90,1.86,TZ,1714254029
446,Kutum,14.2,24.6667,300.09,17,34,3.05,SD,1714254029
447,Mossel bay,-34.1831,22.146,290.11,81,99,6.36,ZA,1714254029
448,Caribou,46.8606,-68.012,290.07,25,0,3.09,US,1714253937
449,Hradec nad moravici,49.8704,17.8784,283.02,91,3,1.34,CZ,1714254029
450,Wuchang,44.9143,127.15,281.5,46,91,4.56,CN,1714254029
451,Zaozersk,69.4005,32.4476,271.31,89,100,3.4,RU,1714254029
452,Gorodishche,48.8045,44.4744,291.64,52,0,7.0,RU,1714254029
453,Fortaleza,-3.7227,-38.5247,302.22,79,75,1.03,BR,1714253682
454,Antofagasta,-23.65,-70.4,291.75,85,0,1.82,CL,1714253644
455,El bauga,18.262,33.9081,303.56,21,3,5.75,SD,1714254029
456,Pudasjarvi,65.3833,26.9167,273.49,97,100,1.52,FI,1714254029
457,Garbahaarrey,3.3289,42.2209,299.78,78,98,6.27,SO,1714254030
458,Callao,-12.0667,-77.15,296.31,68,0,4.12,PE,1714253673
459,Raton,36.9034,-104.4391,286.49,23,100,9.26,US,1714254030
460,Mchinji,-13.7984,32.8802,287.31,94,0,2.57,MW,1714253897
461,El quebrachal,-25.2833,-64.0667,293.19,83,95,5.16,AR,1714254030
462,Rawson,-43.3002,-65.1023,286.17,35,13,9.87,AR,1714254030
463,Dan khun thot,15.2085,101.7714,299.95,70,8,2.48,TH,1714254030
464,Skovorodino,53.9833,123.9167,271.39,57,7,1.04,RU,1714254030
465,Ulimang,7.6242,134.6421,299.38,83,100,7.32,PW,1714254030
466,Sao gabriel da cachoeira,-0.1303,-67.0892,300.29,82,25,0.64,BR,1714254030
467,Uliastay,47.7417,96.8444,263.85,85,76,3.2,MN,1714253926
468,Campo verde,-20.4167,-54.0667,298.61,61,0,3.3,BR,1714254030
469,Sao mateus,-18.7161,-39.8589,295.56,74,6,1.34,BR,1714253948
470,Necochea,-38.5473,-58.7368,282.96,44,0,4.5,AR,1714253925
471,Zyryanskoye,56.8306,86.6258,278.84,62,100,5.31,RU,1714253913
472,Daxing,39.7214,116.3292,286.13,32,100,4.06,CN,1714254031
473,Akureyri,65.6835,-18.0878,276.11,87,75,2.06,IS,1714254031
474,Tanjung pandan,-2.75,107.65,298.95,92,100,3.02,ID,1714254031
475,Howard springs,-12.497,131.047,296.1,83,88,2.74,AU,1714254031
476,La serena,-29.9078,-71.2542,289.88,72,0,6.69,CL,1714253801
477,Colimes,-1.55,-80.0167,300.97,80,91,1.41,EC,1714254031
478,Hotan,37.0997,79.9269,288.95,25,100,3.77,CN,1714254031
479,Sainte-rose,16.3324,-61.6979,301.58,65,75,4.63,GP,1714254031
480,Amga,60.8953,131.9608,268.1,71,47,2.84,RU,1714254031
481,Flin flon,54.7682,-101.865,276.06,28,0,2.57,CA,1714253898
482,Winnemucca,40.973,-117.7357,287.18,41,20,3.6,US,1714254031
483,La'ie,21.6477,-157.9253,301.13,75,100,2.24,US,1714254031
484,Hazard,37.2495,-83.1932,298.98,52,87,3.61,US,1714254031
485,Santa ana de yacuma,-13.75,-65.4333,307.12,55,75,3.09,BO,1714254031
486,Bumba,2.1833,22.4667,296.88,89,57,1.16,CD,1714254032
487,Bongouanou,6.6486,-4.1992,297.8,96,100,1.44,CI,1714254032
488,Haiku-pauwela,20.9219,-156.3051,299.38,84,40,7.72,US,1714253902
489,Pasuquin,18.3328,120.6177,300.12,94,20,1.03,PH,1714254032
490,Ayorou,14.7308,0.9174,306.96,10,17,1.93,NE,1714254032
491,Los altos,37.3852,-122.1141,297.07,57,0,7.2,US,1714253857
492,Carnot,4.9409,15.8665,295.19,93,97,0.59,CF,1714254032
493,Taltal,-25.4,-70.4833,291.68,80,35,2.18,CL,1714254021
494,Westport,41.1415,-73.3579,287.94,45,40,7.2,US,1714253926
495,Amos,48.5669,-78.1162,281.48,92,100,6.56,CA,1714253746
496,Griffith,41.5284,-87.4237,299.2,74,100,7.72,US,1714254032
497,Pauini,-7.7136,-66.9764,299.14,94,97,0.52,BR,1714254033
498,Salalah,17.0151,54.0924,302.2,74,40,2.57,OM,1714254033
499,Midvagur,62.0511,-7.1939,279.61,81,75,8.75,FO,1714253939
500,Plastun,44.7561,136.2939,281.8,66,100,2.15,RU,1714254033
501,Kolwezi,-10.7148,25.4667,286.41,73,0,2.93,CD,1714254033
502,Winfield,37.2398,-96.9956,290.2,91,100,5.66,US,1714254033
503,Kayangel,8.0823,134.7173,301.45,83,100,8.83,PW,1714254033
504,Shumikha,55.2261,63.2961,286.52,88,100,7.12,RU,1714254033
505,Camana,-16.6228,-72.7111,293.7,77,48,3.0,PE,1714253945
506,Heyuan,23.7333,114.6833,296.7,97,87,0.45,CN,1714254033
507,Shahin dezh,36.6793,46.5669,286.77,33,0,2.16,IR,1714254033
508,Carmo do paranaiba,-19.0008,-46.3161,295.79,74,15,1.7,BR,1714254033
509,Fukuecho,32.6881,128.8419,290.99,77,77,1.97,JP,1714254033
510,Smidovich,48.6,133.8167,278.32,40,94,5.28,RU,1714254033
511,Nova vicosa,-17.8919,-39.3719,298.22,72,0,2.68,BR,1714253902
512,Noumea,-22.2763,166.4572,298.15,99,16,4.5,NC,1714254034
513,Brownfield,33.1812,-102.2744,302.01,11,42,7.31,US,1714253817
514,Bodo,67.28,14.405,278.68,69,0,4.12,NO,1714254034
515,Ponta delgada,37.7333,-25.6667,288.55,72,75,3.6,PT,1714254034
516,Mawu,29.5923,107.3139,288.34,87,0,1.75,CN,1714254034
517,Bel ombre,-4.6167,55.4167,301.94,78,100,3.53,SC,1714254034
518,Watsa,3.0372,29.5355,294.98,68,92,1.39,CD,1714254034
519,Hoganas,56.1997,12.558,282.65,75,99,2.68,SE,1714254034
520,Brookings,44.3114,-96.7984,283.34,92,100,4.12,US,1714253802
521,Hun,29.1268,15.9477,303.78,10,96,7.22,LY,1714254034
522,Pionerskiy,54.9508,20.2275,281.06,81,14,4.3,RU,1714254034
523,Fort mcmurray,56.7268,-111.381,286.92,22,75,6.69,CA,1714253809
524,Eyl,7.9803,49.8164,301.83,76,47,4.44,SO,1714254034
525,Minas de marcona,-15.2119,-75.1103,290.93,70,0,7.65,PE,1714253923
526,Soe,-9.8607,124.284,292.61,91,100,2.25,ID,1714254035
527,Urangan,-25.3,152.9,291.59,96,8,2.68,AU,1714254035
528,Kilkeel,54.062,-6.0031,278.68,77,38,2.49,GB,1714254035
529,Ola,59.5833,151.2833,273.23,98,100,2.67,RU,1714253925
530,Conduaga,8.862,117.4893,299.39,83,99,1.29,PH,1714253903
531,Copala,16.65,-98.9833,301.65,64,29,4.35,MX,1714254035
532,Indramayu,-6.3264,108.32,300.7,82,96,4.12,ID,1714254035
533,Puente-genil,37.3894,-4.7669,287.28,80,39,3.26,ES,1714254035
534,Meridian,43.6121,-116.3915,292.68,37,40,6.17,US,1714253907
535,Novo aripuana,-5.1206,-60.3797,298.9,94,76,1.45,BR,1714253915
536,Mersing,2.4312,103.8405,299.1,94,20,3.09,MY,1714254035
537,Blenheim,-41.516,173.9528,286.86,53,8,1.5,NZ,1714254035
538,Huilong,31.8111,121.655,289.59,92,100,5.91,CN,1714254036
539,Pokrovsk,48.282,37.1758,287.6,81,83,5.62,UA,1714254036
540,Grootfontein,-19.5667,18.1167,292.91,40,66,2.06,NA,1714254036
541,Bandarbeyla,9.4942,50.8122,301.23,69,77,1.45,SO,1714254036
542,Scone,56.4194,-3.4051,279.82,84,25,0.45,GB,1714254036
543,Asha,54.9973,57.2722,290.23,75,100,5.66,RU,1714254036
544,Sidney,-33.8679,151.2073,287.81,89,20,2.57,AU,1714253974
545,Boende,-0.2167,20.8667,297.39,82,100,0.08,CD,1714254036
546,Mogoytuy,51.2833,114.9167,272.22,59,7,2.44,RU,1714254036
547,Totness,5.8833,-56.3167,299.98,79,94,4.03,SR,1714254036
548,Rumbek,6.802,29.6912,302.89,44,53,2.13,SS,1714254036
549,Brilon,51.4,8.5833,284.85,73,97,2.75,DE,1714254036
550,Torghay,49.6339,63.4981,283.2,36,22,1.87,KZ,1714254037
551,Arkhara,49.4212,130.0842,273.58,56,57,3.13,RU,1714254037
552,Mutuali,-14.8706,37.0044,290.08,97,52,1.65,MZ,1714254037
553,Khorixas,-20.3667,14.9667,297.83,22,10,1.22,NA,1714254037
554,Dakhla,23.6848,-15.958,291.16,82,0,6.69,EH,1714254037
555,Podujeva,42.9106,21.1931,282.68,82,2,1.17,XK,1714254037
556,Gaalkacyo,6.7697,47.4308,304.4,48,99,2.57,SO,1714254037
557,Lashio,22.9333,97.75,292.52,42,21,0.31,MM,1714254037
558,Ouani,-12.1322,44.4258,300.06,82,100,3.42,KM,1714254037
559,Rocky mountain house,52.3668,-114.9188,290.21,29,86,1.54,CA,1714254037
560,Usinsk,65.9939,57.5281,271.52,93,100,6.26,RU,1714253939
561,Bom jesus,-9.0744,-44.3586,299.79,65,84,1.6,BR,1714254037
562,Gijang,35.2442,129.2139,284.0,74,6,0.82,KR,1714254037
563,Zemio,5.0314,25.1361,295.93,88,93,2.3,CF,1714254037
564,Labasa,-16.4167,179.3833,303.1,69,71,4.08,FJ,1714254037
565,Aripuana,-9.1667,-60.6333,298.28,95,88,0.83,BR,1714253907
566,Albertina,-22.2008,-46.6158,293.17,77,49,2.56,BR,1714254038
567,Douz,33.4663,9.0203,290.41,76,0,9.45,TN,1714254038
568,Chimoio,-19.1164,33.4833,292.07,94,75,3.02,MZ,1714254038
569,Kayyerkan,69.3786,87.7439,264.97,95,100,2.92,RU,1714254038
570,Rongelap,11.1635,166.8941,300.55,74,89,8.32,MH,1714253911
571,Sao tome,0.3365,6.7273,302.17,79,20,3.09,ST,1714253933
572,Sidi khaled,34.387,4.9879,295.03,37,0,8.57,DZ,1714254038
573,Cachoeiro de itapemirim,-20.8489,-41.1128,294.35,91,6,0.71,BR,1714253809
574,Gamba,-2.65,10.0,300.08,90,30,2.61,GA,1714254038
575,Mimoso do sul,-21.0642,-41.3664,292.9,94,40,0.68,BR,1714254038
576,Broome,42.2506,-75.833,284.76,70,100,5.66,US,1714254038
577,Illizi,26.4833,8.4667,305.04,13,23,3.69,DZ,1714253906
